"id","name","img","asin","price","mrp","rating","ratingTotal","discount","seller","purl"
510,Born To Glow Highlighter Duo,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22838190/2023/4/27/d0106a0d-4ba5-4a54-b973-f67a01fc99a21682576349121NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22838190/2023/4/27/d0106a0d-4ba5-4a54-b973-f67a01fc99a21682576349121NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22838190/2023/4/27/d0106a0d-4ba5-4a54-b973-f67a01fc99a21682576349121NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22838190/2023/4/27/d0106a0d-4ba5-4a54-b973-f67a01fc99a21682576349121NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22838190/2023/4/27/d0106a0d-4ba5-4a54-b973-f67a01fc99a21682576349121NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22838190/2023/4/27/d0106a0d-4ba5-4a54-b973-f67a01fc99a21682576349121NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22838190/2023/4/27/d0106a0d-4ba5-4a54-b973-f67a01fc99a21682576349121NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg",-,1499,1499,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/highlighter-and-blush/nyx-professional-makeup/nyx-professional-makeup-born-to-glow-super-blendable-icy-highlighter-duo---high-key-flex/22838190/buy
511,"4Pcs Nail Art Brushes","https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22862202/2023/4/22/cc51f0ac-e4ba-47e2-ba32-0fa2a7097e0316821522799384PcsNailArtBrushes1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22862202/2023/4/22/cc51f0ac-e4ba-47e2-ba32-0fa2a7097e0316821522799384PcsNailArtBrushes1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22862202/2023/4/22/cc51f0ac-e4ba-47e2-ba32-0fa2a7097e0316821522799384PcsNailArtBrushes1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22862202/2023/4/22/cc51f0ac-e4ba-47e2-ba32-0fa2a7097e0316821522799384PcsNailArtBrushes1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22862202/2023/4/22/cc51f0ac-e4ba-47e2-ba32-0fa2a7097e0316821522799384PcsNailArtBrushes1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22862202/2023/4/22/cc51f0ac-e4ba-47e2-ba32-0fa2a7097e0316821522799384PcsNailArtBrushes1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22862202/2023/4/22/cc51f0ac-e4ba-47e2-ba32-0fa2a7097e0316821522799384PcsNailArtBrushes1.jpg",-,1050,1050,0,0,"0",Veoni BELLE,https://www.myntra.com/nail-essentials/veoni-belle/veoni-belle-pink-4pcs-nail-art-brushes/22862202/buy
512,Ultimate Glow Shots Eyeshadow,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22839932/2023/4/27/468c1fb0-c623-4ac1-b8cc-de47d1ab1a721682576355326NYXPROFESSIONALMAKEUPUltimateGlowShotsLiquidEyeshadow75ml-Cl1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22839932/2023/4/27/468c1fb0-c623-4ac1-b8cc-de47d1ab1a721682576355326NYXPROFESSIONALMAKEUPUltimateGlowShotsLiquidEyeshadow75ml-Cl1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22839932/2023/4/27/468c1fb0-c623-4ac1-b8cc-de47d1ab1a721682576355326NYXPROFESSIONALMAKEUPUltimateGlowShotsLiquidEyeshadow75ml-Cl1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22839932/2023/4/27/468c1fb0-c623-4ac1-b8cc-de47d1ab1a721682576355326NYXPROFESSIONALMAKEUPUltimateGlowShotsLiquidEyeshadow75ml-Cl1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22839932/2023/4/27/468c1fb0-c623-4ac1-b8cc-de47d1ab1a721682576355326NYXPROFESSIONALMAKEUPUltimateGlowShotsLiquidEyeshadow75ml-Cl1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22839932/2023/4/27/468c1fb0-c623-4ac1-b8cc-de47d1ab1a721682576355326NYXPROFESSIONALMAKEUPUltimateGlowShotsLiquidEyeshadow75ml-Cl1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22839932/2023/4/27/468c1fb0-c623-4ac1-b8cc-de47d1ab1a721682576355326NYXPROFESSIONALMAKEUPUltimateGlowShotsLiquidEyeshadow75ml-Cl1.jpg",-,899,899,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/eyeshadow/nyx-professional-makeup/nyx-professional-makeup-ultimate-glow-shots-liquid-eyeshadow-75ml---clementine-fine-11/22839932/buy
513,Day Cream With UV Protection,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22911486/2023/4/26/df3a1b9a-2563-49f7-a2d4-e3548b5b945b1682512432304FaceMoisturisers1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22911486/2023/4/26/df3a1b9a-2563-49f7-a2d4-e3548b5b945b1682512432304FaceMoisturisers1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22911486/2023/4/26/df3a1b9a-2563-49f7-a2d4-e3548b5b945b1682512432304FaceMoisturisers1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22911486/2023/4/26/df3a1b9a-2563-49f7-a2d4-e3548b5b945b1682512432304FaceMoisturisers1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22911486/2023/4/26/df3a1b9a-2563-49f7-a2d4-e3548b5b945b1682512432304FaceMoisturisers1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22911486/2023/4/26/df3a1b9a-2563-49f7-a2d4-e3548b5b945b1682512432304FaceMoisturisers1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22911486/2023/4/26/df3a1b9a-2563-49f7-a2d4-e3548b5b945b1682512432304FaceMoisturisers1.jpg",-,378,450,0,0,"16",MITVANA,https://www.myntra.com/face-moisturisers/mitvana/-mitvana-day-cream-with-uv-protection-50gm/22911486/buy
514,Lingerie XXL Lipstick - 08,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701732/2023/4/28/33121dfa-1c4b-46b6-bb07-50da84e25f981682663425755HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701732/2023/4/28/33121dfa-1c4b-46b6-bb07-50da84e25f981682663425755HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701732/2023/4/28/33121dfa-1c4b-46b6-bb07-50da84e25f981682663425755HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22701732/2023/4/28/33121dfa-1c4b-46b6-bb07-50da84e25f981682663425755HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22701732/2023/4/28/33121dfa-1c4b-46b6-bb07-50da84e25f981682663425755HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22701732/2023/4/28/33121dfa-1c4b-46b6-bb07-50da84e25f981682663425755HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701732/2023/4/28/33121dfa-1c4b-46b6-bb07-50da84e25f981682663425755HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg",-,899,899,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/lipstick/nyx-professional-makeup/nyx-professional-makeup-lip-lingerie-xxl-matte-liquid-lipstick-4ml---straps-off-08/22701732/buy
515,Set Of 2 Coffee Shampoo,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22916848/2023/4/28/805a1d7d-0204-41b4-a70b-9e3b2e5897161682675213096MCaffeineSetOf2NakedRawCoffeeShampoowithProteinArganOil-250m1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22916848/2023/4/28/805a1d7d-0204-41b4-a70b-9e3b2e5897161682675213096MCaffeineSetOf2NakedRawCoffeeShampoowithProteinArganOil-250m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22916848/2023/4/28/805a1d7d-0204-41b4-a70b-9e3b2e5897161682675213096MCaffeineSetOf2NakedRawCoffeeShampoowithProteinArganOil-250m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22916848/2023/4/28/805a1d7d-0204-41b4-a70b-9e3b2e5897161682675213096MCaffeineSetOf2NakedRawCoffeeShampoowithProteinArganOil-250m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22916848/2023/4/28/805a1d7d-0204-41b4-a70b-9e3b2e5897161682675213096MCaffeineSetOf2NakedRawCoffeeShampoowithProteinArganOil-250m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22916848/2023/4/28/805a1d7d-0204-41b4-a70b-9e3b2e5897161682675213096MCaffeineSetOf2NakedRawCoffeeShampoowithProteinArganOil-250m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22916848/2023/4/28/805a1d7d-0204-41b4-a70b-9e3b2e5897161682675213096MCaffeineSetOf2NakedRawCoffeeShampoowithProteinArganOil-250m1.jpg",-,998,998,4.4,2100,"0",MCaffeine,https://www.myntra.com/shampoo-and-conditioner/mcaffeine/mcaffeine-set-of-2-naked--raw-coffee-shampoo-with-protein--argan-oil---250ml-each/22916848/buy
516,Powder Puff Lippie Cream - 07,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701758/2023/4/27/3c147674-aeae-4a36-ad41-7455ee7126471682576353769NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701758/2023/4/27/3c147674-aeae-4a36-ad41-7455ee7126471682576353769NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701758/2023/4/27/3c147674-aeae-4a36-ad41-7455ee7126471682576353769NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22701758/2023/4/27/3c147674-aeae-4a36-ad41-7455ee7126471682576353769NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22701758/2023/4/27/3c147674-aeae-4a36-ad41-7455ee7126471682576353769NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22701758/2023/4/27/3c147674-aeae-4a36-ad41-7455ee7126471682576353769NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701758/2023/4/27/3c147674-aeae-4a36-ad41-7455ee7126471682576353769NYXPROFESSIONALMAKEUPPowderPuffMatteLippieCream12ml-SquadGoa1.jpg",-,749,749,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/lipstick/nyx-professional-makeup/nyx-professional-makeup-powder-puff-lightweight-lippie-cream-12-ml---moody-07/22701758/buy
517,Lingerie XXL Lipstick - 18,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701738/2023/4/28/af5a70cd-0b5f-4445-9698-0e8d6c0d083f1682663425025HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701738/2023/4/28/af5a70cd-0b5f-4445-9698-0e8d6c0d083f1682663425025HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22701738/2023/4/28/af5a70cd-0b5f-4445-9698-0e8d6c0d083f1682663425025HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22701738/2023/4/28/af5a70cd-0b5f-4445-9698-0e8d6c0d083f1682663425025HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22701738/2023/4/28/af5a70cd-0b5f-4445-9698-0e8d6c0d083f1682663425025HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22701738/2023/4/28/af5a70cd-0b5f-4445-9698-0e8d6c0d083f1682663425025HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22701738/2023/4/28/af5a70cd-0b5f-4445-9698-0e8d6c0d083f1682663425025HairAppliancedysonWomenLipstickNYXPROFESSIONALMAKEUPUnisexLi1.jpg",-,899,899,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/lipstick/nyx-professional-makeup/nyx-professional-makeup-lip-lingerie-xxl-matte-liquid-lipstick-4-ml---staying-juicy-18/22701738/buy
518,Ultimate Eyeshadow Palette,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22839922/2023/4/27/658e43fb-8028-49a4-882b-a01fe13e05341682576387332NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22839922/2023/4/27/658e43fb-8028-49a4-882b-a01fe13e05341682576387332NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22839922/2023/4/27/658e43fb-8028-49a4-882b-a01fe13e05341682576387332NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22839922/2023/4/27/658e43fb-8028-49a4-882b-a01fe13e05341682576387332NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22839922/2023/4/27/658e43fb-8028-49a4-882b-a01fe13e05341682576387332NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22839922/2023/4/27/658e43fb-8028-49a4-882b-a01fe13e05341682576387332NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22839922/2023/4/27/658e43fb-8028-49a4-882b-a01fe13e05341682576387332NYXPROFESSIONALMAKEUPBarewithMeConcealerSerumwithGreenTea96m1.jpg",-,1999,1999,0,0,"0",NYX PROFESSIONAL MAKEUP,https://www.myntra.com/eyeshadow/nyx-professional-makeup/nyx-professional-makeup-ultimate-16-shades-eyeshadow-palette-1328g---phoenix/22839922/buy
519,Bright Beauty Foaming Facewash,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22442022/2023/4/28/7fe0365b-d40a-45fa-a293-285ef72abe371682678608810-Ponds-Bright-Beauty-Foaming-Pump-Face-Wash-with-Vitamin-B3---1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22442022/2023/4/28/7fe0365b-d40a-45fa-a293-285ef72abe371682678608810-Ponds-Bright-Beauty-Foaming-Pump-Face-Wash-with-Vitamin-B3---1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22442022/2023/4/28/7fe0365b-d40a-45fa-a293-285ef72abe371682678608810-Ponds-Bright-Beauty-Foaming-Pump-Face-Wash-with-Vitamin-B3---1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22442022/2023/4/28/7fe0365b-d40a-45fa-a293-285ef72abe371682678608810-Ponds-Bright-Beauty-Foaming-Pump-Face-Wash-with-Vitamin-B3---1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22442022/2023/4/28/7fe0365b-d40a-45fa-a293-285ef72abe371682678608810-Ponds-Bright-Beauty-Foaming-Pump-Face-Wash-with-Vitamin-B3---1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22442022/2023/4/28/7fe0365b-d40a-45fa-a293-285ef72abe371682678608810-Ponds-Bright-Beauty-Foaming-Pump-Face-Wash-with-Vitamin-B3---1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22442022/2023/4/28/7fe0365b-d40a-45fa-a293-285ef72abe371682678608810-Ponds-Bright-Beauty-Foaming-Pump-Face-Wash-with-Vitamin-B3---1.jpg",-,195,325,0,0,"40",Ponds,https://www.myntra.com/face-wash-and-cleanser/ponds/ponds-bright-beauty-foaming-pump-face-wash-with-niacinamide---150-ml/22442022/buy
520,BB Cream With Lip Serum,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22911918/2023/4/26/316e8e90-2ec9-4fcb-87ee-327a9d76866d1682527026479BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22911918/2023/4/26/316e8e90-2ec9-4fcb-87ee-327a9d76866d1682527026479BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22911918/2023/4/26/316e8e90-2ec9-4fcb-87ee-327a9d76866d1682527026479BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22911918/2023/4/26/316e8e90-2ec9-4fcb-87ee-327a9d76866d1682527026479BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22911918/2023/4/26/316e8e90-2ec9-4fcb-87ee-327a9d76866d1682527026479BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22911918/2023/4/26/316e8e90-2ec9-4fcb-87ee-327a9d76866d1682527026479BBandCCCream1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22911918/2023/4/26/316e8e90-2ec9-4fcb-87ee-327a9d76866d1682527026479BBandCCCream1.jpg",-,559,860,0,0,"35",TNW the natural wash,https://www.myntra.com/bb-and-cc-cream/tnw-the-natural-wash/tnw-the-natural-wash-bb-cream-with-lip-serum--medium-02/22911918/buy
521,Body Wash With Body Spray,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22820660/2023/4/19/e551b92a-e1cc-48d1-ac60-0069ba5b81c21681901225121BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22820660/2023/4/19/e551b92a-e1cc-48d1-ac60-0069ba5b81c21681901225121BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22820660/2023/4/19/e551b92a-e1cc-48d1-ac60-0069ba5b81c21681901225121BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22820660/2023/4/19/e551b92a-e1cc-48d1-ac60-0069ba5b81c21681901225121BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22820660/2023/4/19/e551b92a-e1cc-48d1-ac60-0069ba5b81c21681901225121BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22820660/2023/4/19/e551b92a-e1cc-48d1-ac60-0069ba5b81c21681901225121BodyWashandScrub1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22820660/2023/4/19/e551b92a-e1cc-48d1-ac60-0069ba5b81c21681901225121BodyWashandScrub1.jpg",-,514,514,0,0,"0",FRENCH ESSENCE,https://www.myntra.com/bath-and-body-gift-set/french-essence/french-essence-body-wash-with-body-spray/22820660/buy
522,Revitalizing Night Cream,"https://assets.myntassets.com/f_webp,dpr_1.0,q_60,w_210,c_limit,fl_progressive/assets/images/22911488/2023/4/26/90367de4-dd41-4c9f-9c32-44e8a96c86151682511021344MITVANARevitalizingNightCreamwithAlmondPalash1.jpg;
https://assets.myntassets.com/f_webp,dpr_1.8,q_60,w_210,c_limit,fl_progressive/assets/images/22911488/2023/4/26/90367de4-dd41-4c9f-9c32-44e8a96c86151682511021344MITVANARevitalizingNightCreamwithAlmondPalash1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.0,q_60,w_210,c_limit,fl_progressive/assets/images/22911488/2023/4/26/90367de4-dd41-4c9f-9c32-44e8a96c86151682511021344MITVANARevitalizingNightCreamwithAlmondPalash1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.2,q_60,w_210,c_limit,fl_progressive/assets/images/22911488/2023/4/26/90367de4-dd41-4c9f-9c32-44e8a96c86151682511021344MITVANARevitalizingNightCreamwithAlmondPalash1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.4,q_60,w_210,c_limit,fl_progressive/assets/images/22911488/2023/4/26/90367de4-dd41-4c9f-9c32-44e8a96c86151682511021344MITVANARevitalizingNightCreamwithAlmondPalash1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.6,q_60,w_210,c_limit,fl_progressive/assets/images/22911488/2023/4/26/90367de4-dd41-4c9f-9c32-44e8a96c86151682511021344MITVANARevitalizingNightCreamwithAlmondPalash1.jpg;
https://assets.myntassets.com/f_webp,dpr_2.8,q_60,w_210,c_limit,fl_progressive/assets/images/22911488/2023/4/26/90367de4-dd41-4c9f-9c32-44e8a96c86151682511021344MITVANARevitalizingNightCreamwithAlmondPalash1.jpg",-,399,475,0,0,"16",MITVANA,https://www.myntra.com/face-moisturisers/mitvana/-mitvana-revitalizing-night-cream---50-gm/22911488/buy
